,Date Sampled,Address,1st Draw,2-3 Minute,5 Minute,intersection,fips,Latitude,Longitude
95,9/13/2021,100XX S PROSPECT AVE,1.5,2.5,2.4,71.0,17031720200.0,-87.6631028, 41.7119847
96,6/16/2019,100XX S RHODES AVE,4.6,5,4.3,841.0,17031490800.0,-87.6105401, 41.7127048
97,12/7/2019,100XX S RHODES AVE,2.1,4.4,1.3,841.0,17031490800.0,-87.6105401, 41.7127048
98,2/1/2020,100XX S RHODES AVE,1.6,2.3,3.1,841.0,17031490800.0,-87.6105401, 41.7127048
99,7/23/2019,100XX S SAINT LAWRENCE AVE,4.1,8.6,3.2,841.0,17031490800.0,-87.6092582, 41.7127535
100,11/25/2019,100XX S SAINT LAWRENCE AVE,3.2,11,1.3,841.0,17031490800.0,-87.6092582, 41.7127535
101,12/16/2019,100XX S SAINT LAWRENCE AVE,4.9,14,4.4,841.0,17031490800.0,-87.6092582, 41.7127535
102,3/8/2020,100XX S SAINT LAWRENCE AVE,1.1,< 1,< 1,841.0,17031490800.0,-87.6092582, 41.7127535
103,9/17/2020,100XX S SANGAMON ST,1.4,2.8,2.7,1231.0,17031730600.0,-87.6469067, 41.7121697
104,7/27/2021,100XX S SANGAMON ST,2.2,2.8,1.3,1231.0,17031730600.0,-87.6469067, 41.7121697
105,3/26/2017,100XX S SEELEY AVE,7.4,3.1,1.9,2026.0,17031720300.0,-87.6736259, 41.711739)
106,10/28/2019,100XX S SEELEY AVE,4.9,4.6,5.7,2026.0,17031720300.0,-87.6736259, 41.711739)
107,10/31/2019,100XX S STATE ST,1.1,< 1,< 1,148.0,17031490700.0,-87.6239832, 41.712484)
108,4/8/2019,100XX S WALLACE ST,1.3,2.6,< 1,1993.0,17031730500.0,-87.638399, 41.7123368
109,6/23/2016,100XX S WASHTENAW AVE,4,4.7,11,2027.0,17031720400.0,-87.6894811, 41.711628)
110,6/23/2016,100XX S WASHTENAW AVE,4,4.70,11.0,2027.0,17031720400.0,-87.6894811, 41.711628)
111,9/16/2016,100XX S WASHTENAW AVE,See Follow-Up Sequential Sampling Table for Results,,,2027.0,17031720400.0,-87.6894811, 41.711628)
112,6/22/2021,100XX S WENTWORTH AVE,1.5,1.1,< 1,148.0,17031490700.0,-87.628733, 41.7124196
113,11/21/2018,100XX S WINCHESTER AVE,6,6.4,3,71.0,17031720200.0,-87.6709609, 41.7117937
114,1/31/2020,100XX S WINCHESTER AVE,7.3,7.6,2.2,71.0,17031720200.0,-87.6709609, 41.7117937
115,2/4/2020,100XX S WINCHESTER AVE,2.6,5.3,1.3,71.0,17031720200.0,-87.6709609, 41.7117937
116,5/6/2019,100XX S WOOD ST,4.6,9,3.2,71.0,17031720200.0,-87.6672888, 41.7123345
117,3/24/2021,100XX S WOOD ST,2.2,1.5,1.4,71.0,17031720200.0,-87.6672888, 41.7123345
118,7/11/2016,101XX S ARTESIAN AVE,1.5,4.1,1.4,2027.0,17031720400.0,-87.6832901, 41.709869)
119,12/13/2018,101XX S ARTESIAN AVE,3.7,7.8,2.2,2027.0,17031720400.0,-87.6832901, 41.709869)
120,3/19/2019,101XX S ARTESIAN AVE,2,5.6,< 1,2027.0,17031720400.0,-87.6832901, 41.709869)
121,5/8/2019,101XX S ARTESIAN AVE,2.7,9.6,1.4,2027.0,17031720400.0,-87.6832901, 41.709869)
122,5/19/2019,101XX S ARTESIAN AVE,3,4.4,1.8,2027.0,17031720400.0,-87.6832901, 41.709869)
123,9/2/2019,101XX S ARTESIAN AVE,1.9,4.6,1.7,2027.0,17031720400.0,-87.6832901, 41.709869)
124,8/30/2020,101XX S AVENUE L,1.7,1.6,1.2,59.0,17031520200.0,-87.5368157, 41.7117935
125,11/13/2018,101XX S BELL AVE,< 1,< 1,< 1,2026.0,17031720300.0,-87.6788917, 41.7098619
126,3/30/2019,101XX S BELL AVE,2.7,1.7,1.2,2026.0,17031720300.0,-87.6788917, 41.7098619
127,10/9/2019,101XX S BELL AVE,1.1,1.5,1.1,2026.0,17031720300.0,-87.6788917, 41.7098619
128,4/18/2021,101XX S BELL AVE,3.3,13,2.6,2026.0,17031720300.0,-87.6788917, 41.7098619
129,,101XX S BELL AVE,Customer declined further testing,,,2026.0,17031720300.0,-87.6788917, 41.7098619
130,7/11/2016,101XX S BEVERLY AVE,3.8,12,5.7,71.0,17031720200.0,-87.6580167, 41.7102481
131,11/27/2018,101XX S BEVERLY AVE,< 1,< 1,< 1,71.0,17031720200.0,-87.6580167, 41.7102481
132,1/21/2020,101XX S CALHOUN AVE,1.9,4.6,< 1,846.0,17031510200.0,-87.5624738, 41.7115922
133,3/24/2019,101XX S CALIFORNIA AVE,1.8,2.6,< 1,2656.0,17031821900.0,-87.691929, 41.7098023
134,12/10/2019,101XX S CALIFORNIA AVE,1.5,1.2,< 1,2656.0,17031821900.0,-87.691929, 41.7098023
135,9/15/2019,101XX S CARPENTER ST,1.7,4.2,9.2,1231.0,17031730600.0,-87.6492964, 41.7103488
136,8/18/2021,101XX S CARPENTER ST,1.8,6.3,2,1231.0,17031730600.0,-87.6492964, 41.7103488
137,9/4/2021,101XX S CARPENTER ST,1.2,1.5,1.4,1231.0,17031730600.0,-87.6492964, 41.7103488
138,3/19/2019,101XX S CRANDON AVE,1.2,7.2,1.5,847.0,17031510300.0,-87.5672587, 41.7115325
139,8/9/2019,101XX S DR MARTIN LUTHER KING JR DR,3.7,14,2.2,841.0,17031490800.0,-87.6141562, 41.7108274
140,10/31/2019,101XX S DR MARTIN LUTHER KING JR DR,23,3.1,1.1,841.0,17031490800.0,-87.6141562, 41.7108274
141,1/8/2020,101XX S DR MARTIN LUTHER KING JR DR,See Follow-Up Sequential Sampling Table for Results,,,841.0,17031490800.0,-87.6141562, 41.7108274
142,1/14/2020,101XX S DR MARTIN LUTHER KING JR DR,4.7,8.3,1.1,841.0,17031490800.0,-87.6141562, 41.7108274
143,6/19/2019,101XX S EBERHART,16,9,2.3,841.0,17031490800.0,-87.6116652, 41.7108652
144,10/16/2019,101XX S EBERHART,See Follow-Up Sequential Sampling Table for Results,,,841.0,17031490800.0,-87.6116652, 41.7108652
145,6/16/2018,101XX S EBERHART AVE,1.8,1.1,1.1,841.0,17031490800.0,-87.6116652, 41.7108652
146,10/9/2021,101XX S EBERHART AVE,1.9,2.8,1.8,841.0,17031490800.0,-87.6116652, 41.7108652
147,7/11/2016,101XX S EMERALD AVE,1.5,1.2,1.2,1993.0,17031730500.0,-87.6419707, 41.7104867
148,5/9/2019,101XX S EMERALD AVE,1.3,2,1.1,1993.0,17031730500.0,-87.6419707, 41.7104867
149,2/18/2019,101XX S FAIRFIELD AVE,9.5,9.5,4,2027.0,17031720400.0,-87.6903635, 41.70994)
150,4/28/2019,101XX S FOREST AVE,5.8,2.9,1.4,841.0,17031490800.0,-87.6162956, 41.7109216
151,12/19/2019,101XX S FOREST AVE,1.3,< 1,< 1,841.0,17031490800.0,-87.6162956, 41.7109216
152,7/26/2019,101XX S GREEN ST,3.6,5.5,4,1231.0,17031730600.0,-87.6444487, 41.7104096
153,2/21/2019,101XX S HOXIE AVE,1.8,1.6,1.1,846.0,17031510200.0,-87.5612544, 41.7116016
154,6/25/2018,101XX S HOYNE AVE,1.4,2.6,3.7,2026.0,17031720300.0,-87.6757534, 41.7099558
155,5/17/2016,101XX S INDIANA AVE,1.9,1.5,1.4,841.0,17031490800.0,-87.6190043, 41.7107323
156,3/9/2018,101XX S INDIANA AVE,3.4,< 1,< 1,841.0,17031490800.0,-87.6190043, 41.7107323
157,10/27/2019,101XX S INDIANA AVE,3.8,14,1.7,841.0,17031490800.0,-87.6190043, 41.7107323
158,12/1/2019,101XX S INDIANA AVE,3.2,1.8,1.6,841.0,17031490800.0,-87.6190043, 41.7107323
159,8/21/2021,101XX S L,4,8.9,7.3,59.0,17031520200.0,-87.5368157, 41.7117935
160,8/13/2021,101XX S LA SALLE ST,130,3.4,2.5,148.0,17031490700.0,-87.627525, 41.7106347
161,2/25/2019,101XX S LAFAYETTE AVE,4.1,11,1.8,148.0,17031490700.0,-87.6250979, 41.7106665
162,8/13/2021,101XX S LaSalle St,130,3.4,2.5,148.0,17031490700.0,-87.627525, 41.7106347
163,3/23/2022,101XX S LaSalle St,See Follow-Up Sequential Sampling Table for Results,,,148.0,17031490700.0,-87.627525, 41.7106347
164,2/2/2021,101XX S LEAVITT ST,< 1,1.2,1.3,2026.0,17031720300.0,-87.6773211, 41.7099092
165,9/26/2021,101XX S LEAVITT ST,3.5,2.7,2.6,2026.0,17031720300.0,-87.6773211, 41.7099092
166,4/3/2022,101XX S LEAVITT ST,4.8,3.9,4,2026.0,17031720300.0,-87.6773211, 41.7099092
167,3/15/2019,101XX S LONGWOOD DR DR,6,4.9,5.8,71.0,17031720200.0,-87.6704793, 41.7099573
168,10/8/2019,101XX S LUELLA AVE,13,14,13,847.0,17031510300.0,-87.5684509, 41.711513)
169,8/5/2021,101XX S LUELLA AVE,5.8,10,2.6,847.0,17031510300.0,-87.5684509, 41.711513)
170,6/29/2019,101XX S MAPLEWOOD AVE,2.3,2.8,< 1,2027.0,17031720400.0,-87.6854415, 41.7099911
171,3/17/2019,101XX S MAY ST,2.1,6.6,1.1,1231.0,17031730600.0,-87.6514256, 41.7104746
172,1/25/2017,101XX S MORGAN ST,6.2,7.3,2.2,1231.0,17031730600.0,-87.6481071, 41.7103577
173,9/14/2021,101XX S MORGAN ST,3.8,4.5,3.9,1231.0,17031730600.0,-87.6481071, 41.7103577
174,7/27/2021,101XX S NORMAL AVE,1.7,2,1.4,1993.0,17031730500.0,-87.6356453, 41.7106613
175,8/24/2019,101XX S OAKLEY AVE,1.2,1.7,8.7,2026.0,17031720300.0,-87.6805229, 41.7098345
176,12/10/2019,101XX S OGLESBY AVE,3.4,2,1.7,847.0,17031510300.0,-87.5660222, 41.7115314
177,8/9/2019,101XX S PEORIA ST,4.5,2.1,< 1,1231.0,17031730600.0,-87.6456683, 41.7103855
178,3/2/2020,101XX S PEORIA ST,5.1,6,7.3,1231.0,17031730600.0,-87.6456683, 41.7103855
179,3/2/2020,101XX S Peoria St,5.1,6,7.3,1231.0,17031730600.0,-87.6456683, 41.7103855
180,6/18/2021,101XX S Peoria St,See Follow-Up Sequential Sampling Table for Results,,,1231.0,17031730600.0,-87.6456683, 41.7103855
181,7/11/2019,101XX S PERRY,4,17,5.3,148.0,17031490700.0,-87.6262921, 41.7106478
182,11/19/2019,101XX S PERRY,See Follow-Up Sequential Sampling Table for Results,,,148.0,17031490700.0,-87.6262921, 41.7106478
183,7/10/2016,101XX S PROSPECT AVE,3.4,3.1,2.8,71.0,17031720200.0,-87.6623908, 41.7100753
184,12/2/2018,101XX S PROSPECT AVE,7.2,6.1,5.6,71.0,17031720200.0,-87.6623908, 41.7100753
185,4/16/2019,101XX S RHODES AVE,4.6,7.2,1.3,841.0,17031490800.0,-87.6104937, 41.7108766
186,5/2/2019,101XX S RHODES AVE,2.7,5.5,1.1,841.0,17031490800.0,-87.6104937, 41.7108766
187,9/3/2019,101XX S RHODES AVE,5.6,11,5,841.0,17031490800.0,-87.6104937, 41.7108766
188,3/6/2019,101XX S SAINT LAWRENCE AVE,6.6,2.5,1.4,841.0,17031490800.0,-87.6093508, 41.7109416
189,10/30/2019,101XX S SANGAMON ST,4.5,8.5,3.1,1231.0,17031730600.0,-87.6468448, 41.7103818
190,8/4/2016,101XX S SEELEY AVE,4.6,3.8,2.5,2026.0,17031720300.0,-87.6740791, 41.7099915
191,10/11/2016,101XX S SEELEY AVE,3.6,11,10,2026.0,17031720300.0,-87.6740791, 41.7099915
192,10/11/2016,101XX S SEELEY AVE,3.60,11.00,10.00,2026.0,17031720300.0,-87.6740791, 41.7099915
193,12/10/2016,101XX S SEELEY AVE,See Follow-Up Sequential Sampling Table for Results,,,2026.0,17031720300.0,-87.6740791, 41.7099915
194,2/23/2019,101XX S SEELEY AVE,3.3,6.7,1.6,2026.0,17031720300.0,-87.6740791, 41.7099915
195,4/3/2019,101XX S SEELEY AVE,< 1,< 1,< 1,2026.0,17031720300.0,-87.6740791, 41.7099915
196,11/18/2019,101XX S SEELEY AVE,1.1,2.2,< 1,2026.0,17031720300.0,-87.6740791, 41.7099915
197,9/17/2019,101XX S SPRINGFIELD AVE,4.8,9.7,5.2,1232.0,17031740200.0,-87.7186043, 41.7093283
198,10/5/2021,101XX S Springfield Ave,4.1,8.1,6.1,1232.0,17031740200.0,-87.7186043, 41.7093283
199,10/29/2018,101XX S St Lawrence Ave,16,7.4,2.6,841.0,17031490800.0,-87.6093508, 41.7109416
200,6/28/2021,101XX S St Lawrence Ave,See Follow-Up Sequential Sampling Table for Results,,,841.0,17031490800.0,-87.6093508, 41.7109416
201,1/11/2019,101XX S TALMAN AVE,5.7,6,2,2027.0,17031720400.0,-87.6882272, 41.7098148
202,11/22/2019,101XX S VERNON AVE,9.5,8.5,2.2,841.0,17031490800.0,-87.6128808, 41.7108468
203,2/22/2022,101XX S VERNON AVE,12,8.2,1.4,841.0,17031490800.0,-87.6128808, 41.7108468
204,2/3/2019,101XX S WALLACE ST,2.6,2.7,2.6,1993.0,17031730500.0,-87.6383605, 41.7105082
205,3/21/2019,101XX S WASHTENAW AVE,1.6,2.9,4.4,2027.0,17031720400.0,-87.6894129, 41.7098311
206,10/12/2019,101XX S Washtenaw Ave,8.2,8,14,2027.0,17031720400.0,-87.6894129, 41.7098311
207,11/27/2019,101XX S WASHTENAW AVE,5.1,12,2.2,2027.0,17031720400.0,-87.6894129, 41.7098311
208,10/26/2021,101XX S Washtenaw Ave,See Follow-Up Sequential Sampling Table for Results,,,2027.0,17031720400.0,-87.6894129, 41.7098311
209,2/11/2019,101XX S WENTWORTH AVE,< 1,< 1,< 1,148.0,17031490700.0,-87.6287009, 41.7106091
210,5/5/2019,101XX S YALE AVE,1.2,1.9,< 1,148.0,17031490700.0,-87.6298705, 41.7106195
211,8/28/2019,101XX S YALE AVE,4.3,13,6.4,148.0,17031490700.0,-87.6298705, 41.7106195
212,11/22/2019,101XX S YALE AVE,8.3,< 1,< 1,148.0,17031490700.0,-87.6298705, 41.7106195
213,8/11/2019,101XX S YATES AVE,6.5,20,17,847.0,17031510300.0,-87.5648774, 41.711547)
214,11/22/2019,101XX S Yates Ave,36.0,9.9,1.8,847.0,17031510300.0,-87.5648774, 41.711547)
215,11/25/2019,101XX S YATES AVE,4.2,11,3.5,847.0,17031510300.0,-87.5648774, 41.711547)
216,1/24/2020,101XX S YATES AVE,See Follow-Up Sequential Sampling Table for Results,,,847.0,17031510300.0,-87.5648774, 41.711547)
217,5/21/2021,101XX S Yates Ave,See Follow-Up Sequential Sampling Table for Results,,,847.0,17031510300.0,-87.5648774, 41.711547)
218,10/7/2021,101XX S YATES AVE,4.4,4,3.1,847.0,17031510300.0,-87.5648774, 41.711547)
219,8/16/2016,102XX S ABERDEEN ST,4.7,10,5.3,1231.0,17031730600.0,-87.650131, 41.7086684
220,11/11/2018,102XX S ALBANY AVE,1.2,< 1,< 1,2656.0,17031821900.0,-87.6987181, 41.7075423
221,6/21/2021,102XX S ALBANY AVE,2.6,2.7,2.7,2656.0,17031821900.0,-87.6987181, 41.7075423
222,10/22/2016,102XX S ARTESIAN AVE,6.10,15.00,4.70,2027.0,17031720400.0,-87.6832683, 41.7080164
223,11/30/2016,102XX S ARTESIAN AVE,2.8,2.1,1.4,2027.0,17031720400.0,-87.6832683, 41.7080164
224,12/20/2016,102XX S ARTESIAN AVE,See Follow-Up Sequential Sampling Table for Results,,,2027.0,17031720400.0,-87.6832683, 41.7080164
225,10/3/2019,102XX S ARTESIAN AVE,5.8,3.3,1.1,2027.0,17031720400.0,-87.6832683, 41.7080164
226,10/12/2019,102XX S ARTESIAN AVE,4.6,5.5,5.8,2027.0,17031720400.0,-87.6832683, 41.7080164
227,8/27/2019,102XX S AVENUE L,3.5,1.9,1.7,59.0,17031520200.0,-87.5368421, 41.7099039
228,11/21/2019,102XX S AVENUE L,3.1,2.8,1.9,59.0,17031520200.0,-87.5368421, 41.7099039
229,6/24/2021,102XX S AVENUE L,2.8,9.4,4.8,59.0,17031520200.0,-87.5368421, 41.7099039
230,10/18/2019,102XX S BELL AVE,1.2,5.1,1.1,2026.0,17031720300.0,-87.678913, 41.7080613
231,10/2/2021,102XX S Bensley Ave,<1.0,<1.0,<1.0,846.0,17031510200.0,-87.5636687, 41.7097525
