"Date Sampled","Address","1st Draw","2-3 Minute","5 Minute","numAddr","geometry"
"6/5/2019","51XX W CARMEN AVE","3.7","12","2.3","5100 W CARMEN AVE",c(-77.5194218304854, 40.1121491098562)
"11/5/2019","51XX W CARMEN AVE","1.1","< 1","< 1","5100 W CARMEN AVE",c(-77.5194218304854, 40.1121491098562)
"4/28/2019","51XX W CONCORD PL","< 1","< 1","< 1","5100 W CONCORD PL",c(-77.5194220640584, 40.1121492443293)
"10/10/2021","51XX W Concord Pl","4.8","9","11","5100 W Concord Pl",c(-77.5194220640584, 40.1121492443293)
"3/31/2022","51XX W Concord Pl","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5100 W Concord Pl",c(-77.5194220640584, 40.1121492443293)
"9/1/2019","51XX W CONGRESS PKWY","5.4","3.4","3.4","5100 W CONGRESS PKWY",c(-77.5194221939163, 40.1121492401486)
"4/8/2019","51XX W DAKIN ST","1.3","2","< 1","5100 W DAKIN ST",c(-77.5194219140777, 40.1121492451758)
"6/11/2019","51XX W DAKIN ST","< 1","< 1","< 1","5100 W DAKIN ST",c(-77.5194219140777, 40.1121492451758)
"5/3/2019","51XX W DEVON","120","43","4.8","5100 W DEVON",c(-77.5195843716727, 40.1123852974786)
"8/12/2019","51XX W DEVON","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5100 W DEVON",c(-77.5195843716727, 40.1123852974786)
"5/16/2019","51XX W DRUMMOND PL","3","3.8","2.8","5100 W DRUMMOND PL",c(-77.5194219987226, 40.1121492447828)
"2/21/2020","51XX W Drummond Pl","4.4","21","3.1","5100 W Drummond Pl",c(-77.5194219987226, 40.1121492447828)
"6/24/2021","51XX W Drummond Pl","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5100 W Drummond Pl",c(-77.5194219987226, 40.1121492447828)
"5/11/2019","51XX W EDDY ST","8.5","8.2","7","5100 W EDDY ST",c(-77.5194219398655, 40.1121492454027)
"12/8/2021","51XX W FLETCHER ST","0.5","0.6","<0.5","5100 W FLETCHER ST",c(-77.5194219657114, 40.1121492447842)
"4/11/2019","51XX W FOSTER AVE","7.8","11","< 1","5100 W FOSTER AVE",c(-77.5194218319889, 40.1121492459154)
"8/24/2021","51XX W FOSTER AVE","1.3","3.6","<1.0","5100 W FOSTER AVE",c(-77.5194218319889, 40.1121492459154)
"3/22/2022","51XX W GRACE ST","2.8","2.8","2.2","5100 W GRACE ST",c(-77.5194219233498, 40.1121492450458)
"10/24/2019","51XX W GUNNISON ST","1.9","5.7","3.6","5100 W GUNNISON ST",c(-77.5194218539939, 40.1121492458496)
"4/8/2019","51XX W HUTCHINSON ST","4.4","13","1.7","5100 W HUTCHINSON ST",c(-77.5194218938879, 40.1121492452785)
"9/18/2021","51XX W HUTCHINSON ST","1.1","<1.0","1.6","5100 W HUTCHINSON ST",c(-77.5194218938879, 40.1121492452785)
"10/30/2019","51XX W LAKE ST","< 1","< 1","< 1","5100 W LAKE ST",c(-77.5194221479799, 40.1121492454743)
"4/2/2021","51XX W MEDILL AVE","2.5","1.5","< 1","5100 W MEDILL AVE",c(-77.5194220178566, 40.112149244563)
"7/17/2017","51XX W MONTROSE AVE","2.2","2.4","2.2","5100 W MONTROSE AVE",c(-77.5194218845822, 40.1121492455175)
"11/8/2019","51XX W MONTROSE AVE","< 1","< 1","< 1","5100 W MONTROSE AVE",c(-77.5194218845822, 40.1121492455175)
"5/1/2019","51XX W NELSON ST","2.8","7.2","2.2","5100 W NELSON ST",c(-77.5194219722136, 40.1121492447909)
"8/30/2021","51XX W Nelson St","6.6","12","12","5100 W Nelson St",c(-77.5194219722136, 40.1121492447909)
"11/4/2021","51XX W Nelson St","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5100 W Nelson St",c(-77.5194219722136, 40.1121492447909)
"7/30/2019","51XX W NEWPORT AVE","1.6","4","1.6","5100 W NEWPORT AVE",c(-77.519421945979, 40.1121492449195)
"11/2/2020","51XX W Newport Ave","2.9","18","3.4","5100 W Newport Ave",c(-77.519421945979, 40.1121492449195)
"6/8/2021","51XX W Newport Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5100 W Newport Ave",c(-77.519421945979, 40.1121492449195)
"2/15/2022","51XX W NEWPORT AVE","<0.5","<0.5","<0.5","5100 W NEWPORT AVE",c(-77.519421945979, 40.1121492449195)
"8/5/2019","51XX W PARKER AVE","7.2","22","4.7","5100 W PARKER AVE",c(-77.5194219922436, 40.1121492447905)
"2/5/2020","51XX W PARKER AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5100 W PARKER AVE",c(-77.5194219922436, 40.1121492447905)
"3/1/2016","51XX W PATTERSON AVE","3.13","2.66","1.15","5100 W PATTERSON AVE",c(-77.5194219330783, 40.1121492449606)
"2/25/2019","51XX W PENSACOLA AVE","2.2","1.5","1.6","5100 W PENSACOLA AVE",c(-77.5194218874149, 40.1121492455378)
"1/26/2020","51XX W PENSACOLA AVE","1.3","1","< 1","5100 W PENSACOLA AVE",c(-77.5194218874149, 40.1121492455378)
"9/8/2021","51XX W PENSACOLA AVE","1.8","2.6","1.6","5100 W PENSACOLA AVE",c(-77.5194218874149, 40.1121492455378)
"6/19/2019","51XX W POTOMAC AVE","3.9","5.3","4.5","5100 W POTOMAC AVE",c(-77.5194220867655, 40.1121492434142)
"8/19/2019","51XX W POTOMAC AVE","2.2","7.7","3.6","5100 W POTOMAC AVE",c(-77.5194220867655, 40.1121492434142)
"4/20/2021","51XX W ROSCOE ST","3.9","3.9","1.7","5100 W ROSCOE ST",c(-77.5194219498393, 40.1121492449263)
"8/29/2021","51XX W SAINT PAUL AVE","3.7","3.1","2.4","5100 W SAINT PAUL AVE",c(-77.5194220575186, 40.1121492443361)
"6/2/2019","51XX W SCHOOL ST","3.5","2.7","2","5100 W SCHOOL ST",c(-77.519421956366, 40.1121492448732)
"9/26/2019","51XX W SCHOOL ST","2.5","6.2","1.9","5100 W SCHOOL ST",c(-77.519421956366, 40.1121492448732)
"3/15/2022","51XX W SCHOOL ST","1.4","4.6","1","5100 W SCHOOL ST",c(-77.519421956366, 40.1121492448732)
"6/6/2016","51XX W ST PAUL AVE","< 1","< 1","< 1","5100 W ST PAUL AVE",c(-77.5194220575186, 40.1121492443361)
"6/18/2017","51XX W STRONG ST","5.5","5.3","4.5","5100 W STRONG ST",c(-77.5194218486564, 40.1121492459094)
"5/15/2019","51XX W STRONG ST","2.3","2","1.6","5100 W STRONG ST",c(-77.5194218486564, 40.1121492459094)
"12/2/2019","51XX W STRONG ST","3.7","7.6","2","5100 W STRONG ST",c(-77.5194218486564, 40.1121492459094)
"2/28/2021","51XX W STRONG ST","< 1","< 1","< 1","5100 W STRONG ST",c(-77.5194218486564, 40.1121492459094)
"8/31/2021","51XX W STRONG ST","<1.0","<1.0","<1.0","5100 W STRONG ST",c(-77.5194218486564, 40.1121492459094)
"4/9/2019","51XX W WABANSIA AVE","< 1","< 1","< 1","5100 W WABANSIA AVE",c(-77.5194220607743, 40.1121492443345)
"5/18/2018","51XX W WARWICK AVE","3.7","5.6","2.4","5100 W WARWICK AVE",c(-77.5194219265028, 40.1121492450148)
"7/16/2018","51XX W WARWICK AVE","5.4","3.3","2.6","5100 W WARWICK AVE",c(-77.5194219265028, 40.1121492450148)
"8/6/2018","51XX W WARWICK AVE","4.2","14","3.1","5100 W WARWICK AVE",c(-77.5194219265028, 40.1121492450148)
"7/28/2019","51XX W WARWICK AVE","2.5","4.1","3.2","5100 W WARWICK AVE",c(-77.5194219265028, 40.1121492450148)
"8/3/2020","51XX W WASHINGTON BLVD","< 1","< 1","< 1","5100 W WASHINGTON BLVD",c(-77.5194221659063, 40.1121492416698)
"5/17/2016","51XX W WAVELAND AVE","1.1","< 1","< 1","5100 W WAVELAND AVE",c(-77.5194219302453, 40.1121492450284)
"4/3/2019","51XX W WAVELAND AVE","2.4","5.2","1.2","5100 W WAVELAND AVE",c(-77.5194219302453, 40.1121492450284)
"4/27/2020","51XX W WAVELAND AVE","3","6.5","1.2","5100 W WAVELAND AVE",c(-77.5194219302453, 40.1121492450284)
"6/10/2019","51XX W WELLINGTON AVE","1.7","9.5","1.4","5100 W WELLINGTON AVE",c(-77.5194219755227, 40.112149244797)
"11/14/2018","51XX W WILSON","3.9","19","3.9","5100 W WILSON",c(-77.5195843716727, 40.1123852974786)
"2/14/2019","51XX W WILSON","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5100 W WILSON",c(-77.5195843716727, 40.1123852974786)
"4/30/2019","51XX W WILSON AVE","< 1","2.6","< 1","5100 W WILSON AVE",c(-77.5194218710052, 40.1121492456091)
"1/25/2021","51XX W WILSON AVE","2.4","< 1","< 1","5100 W WILSON AVE",c(-77.5194218710052, 40.1121492456091)
"3/7/2021","51XX W WILSON AVE","2.3","3.1","1.4","5100 W WILSON AVE",c(-77.5194218710052, 40.1121492456091)
"2/20/2019","51XX W WINDSOR AVE","2.1","9.1","1","5100 W WINDSOR AVE",c(-77.5194218742685, 40.1121492455836)
"8/22/2016","51XX W WINNEMAC AVE","< 1","5.8","< 1","5100 W WINNEMAC AVE",c(-77.519421841694, 40.112149245959)
"4/3/2017","51XX W WINNEMAC AVE","< 1","< 1","< 1","5100 W WINNEMAC AVE",c(-77.519421841694, 40.112149245959)
"11/18/2020","51XX W WINNEMAC AVE","1.2","5.2","< 1","5100 W WINNEMAC AVE",c(-77.519421841694, 40.112149245959)
"1/16/2019","51XX W WINONA ST","3.5","8.5","1.4","5100 W WINONA ST",c(-77.5194218350714, 40.1121492459468)
"1/13/2020","51XX W WINONA ST","4","4.4","1.7","5100 W WINONA ST",c(-77.5194218350714, 40.1121492459468)
"9/20/2016","51XX W WOLFRAM ST","3.4","2.5","2.3","5100 W WOLFRAM ST",c(-77.5194219851771, 40.1121492447714)
"5/1/2019","51XX W WOLFRAM ST","2.2","5.3","2","5100 W WOLFRAM ST",c(-77.5194219851771, 40.1121492447714)
"6/20/2019","51XX W WOLFRAM ST","6","12","5.7","5100 W WOLFRAM ST",c(-77.5194219851771, 40.1121492447714)
"8/31/2021","51XX W WOLFRAM ST","4","4.4","2.7","5100 W WOLFRAM ST",c(-77.5194219851771, 40.1121492447714)
"1/2/2020","51XX W WRIGHTWOOD AVE","5.9","12","4.7","5100 W WRIGHTWOOD AVE",c(-77.5194220019639, 40.112149244779)
"8/12/2018","52XX N AUSTIN AVE","4.5","12","6.3","5200 N AUSTIN AVE",c(-77.5194218273631, 40.1121491834175)
"11/28/2017","52XX N BERNARD ST","1.6","3.7","1.1","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"9/24/2018","52XX N BERNARD ST","19","11","3.9","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"12/26/2018","52XX N BERNARD ST","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"7/2/2019","52XX N BERNARD ST","9.3","38","5.2","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"7/14/2019","52XX N BERNARD ST","1.9","1.6","2.3","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"8/20/2019","52XX N BERNARD ST","1.4","2.5","2.8","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"10/14/2019","52XX N BERNARD ST","11","13","2.2","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"12/3/2019","52XX N BERNARD ST","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"1/12/2020","52XX N BERNARD ST","1.9","2.2","1","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"10/14/2021","52XX N BERNARD ST","8.5","14","8.5","5200 N BERNARD ST",c(-77.5194218348211, 40.1121493573693)
"5/17/2019","52XX N CANFIELD AVE","2.5","1.9","1.2","5200 N CANFIELD AVE",c(-77.5194218230694, 40.1121490561694)
"10/19/2019","52XX N CHRISTIANA AVE","2.1","2","1.3","5200 N CHRISTIANA AVE",c(-77.5194218366929, 40.1121493640088)
"10/16/2020","52XX N CICERO AVE","1.3","1.5","< 1","5200 N CICERO AVE",c(-77.5194218321738, 40.1121492652632)
"8/16/2018","52XX N DAMEN AVE","1.2","1.8","1.4","5200 N DAMEN AVE",c(-77.5194218397259, 40.1121494540158)
"6/21/2019","52XX N DAMEN AVE","9.9","8","6.1","5200 N DAMEN AVE",c(-77.5194218397259, 40.1121494540158)
"10/29/2020","52XX N DAMEN AVE","1.5","7.1","1.6","5200 N DAMEN AVE",c(-77.5194218397259, 40.1121494540158)
"11/14/2018","52XX N GLENWOOD AVE","3.1","2.8","1.9","5200 N GLENWOOD AVE",c(-77.5194218415921, 40.1121494945538)
"11/18/2018","52XX N GLENWOOD AVE","1.9","1.7","1","5200 N GLENWOOD AVE",c(-77.5194218415921, 40.1121494945538)
"8/2/2019","52XX N GLENWOOD AVE","< 1","< 1","< 1","5200 N GLENWOOD AVE",c(-77.5194218415921, 40.1121494945538)
"12/8/2019","52XX N GLENWOOD AVE","< 1","< 1","< 1","5200 N GLENWOOD AVE",c(-77.5194218415921, 40.1121494945538)
"9/28/2020","52XX N GLENWOOD AVE","< 1","< 1","< 1","5200 N GLENWOOD AVE",c(-77.5194218415921, 40.1121494945538)
"11/17/2020","52XX N GLENWOOD AVE","< 1","< 1","< 1","5200 N GLENWOOD AVE",c(-77.5194218415921, 40.1121494945538)
"2/13/2022","52XX N GLENWOOD AVE","1","<0.5","<0.5","5200 N GLENWOOD AVE",c(-77.5194218415921, 40.1121494945538)
"8/31/2020","52XX N HOYNE AVE","< 1","< 1","< 1","5200 N HOYNE AVE",c(-77.5194218400343, 40.1121494476466)
"5/30/2016","52XX N KENMORE AVE","1.1","< 1","1.7","5200 N KENMORE AVE",c(-77.5194218419569, 40.1121495169132)
"3/12/2018","52XX N KENMORE AVE","3.7","< 1","< 1","5200 N KENMORE AVE",c(-77.5194218419569, 40.1121495169132)
"6/27/2018","52XX N KENMORE AVE","< 1","< 1","< 1","5200 N KENMORE AVE",c(-77.5194218419569, 40.1121495169132)
"12/16/2018","52XX N KENMORE AVE","< 1","< 1","< 1","5200 N KENMORE AVE",c(-77.5194218419569, 40.1121495169132)
"4/25/2019","52XX N KENMORE AVE","< 1","< 1","< 1","5200 N KENMORE AVE",c(-77.5194218419569, 40.1121495169132)
"8/30/2021","52XX N KENMORE AVE","<1.0","<1.0","<1.0","5200 N KENMORE AVE",c(-77.5194218419569, 40.1121495169132)
"5/14/2017","52XX N KIMBALL AVE","3.8","1.8","1.7","5200 N KIMBALL AVE",c(-77.519421835788, 40.1121493601351)
"3/20/2021","52XX N KIMBALL AVE","3.1","6.3","1.6","5200 N KIMBALL AVE",c(-77.519421835788, 40.1121493601351)
"4/23/2018","52XX N LA CROSSE AVE","3.9","2","1.5","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"8/14/2018","52XX N LA CROSSE AVE","1.7","2.4","2.3","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"8/16/2018","52XX N LA CROSSE AVE","< 1","< 1","< 1","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"8/19/2018","52XX N LA CROSSE AVE","3.3","6.1","3","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"11/8/2019","52XX N LA CROSSE AVE","3","9.8","2.6","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"11/28/2019","52XX N LA CROSSE AVE","1.1","1.3","1.5","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"12/11/2019","52XX N LA CROSSE AVE","1.5","4.7","1","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"6/13/2020","52XX N LA CROSSE AVE","< 1","< 1","< 1","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"8/26/2021","52XX N LA CROSSE AVE","1.8","1.6","1.6","5200 N LA CROSSE AVE",c(-77.5194218311696, 40.1121492626814)
"12/30/2016","52XX N LAKEWOOD AVE","< 1","< 1","< 1","5200 N LAKEWOOD AVE",c(-77.5194218415424, 40.1121494999976)
"9/3/2019","52XX N LAKEWOOD AVE","1","< 1","< 1","5200 N LAKEWOOD AVE",c(-77.5194218415424, 40.1121494999976)
"11/1/2019","52XX N LAKEWOOD AVE","6","8.1","3","5200 N LAKEWOOD AVE",c(-77.5194218415424, 40.1121494999976)
"2/17/2019","52XX N LAMON AVE","5.7","5","2","5200 N LAMON AVE",c(-77.5194218326534, 40.1121492589051)
"2/2/2020","52XX N LAMON AVE","4.9","7.3","1.8","5200 N LAMON AVE",c(-77.5194218326534, 40.1121492589051)
"4/26/2020","52XX N LAMON AVE","1.5","2.4","1.4","5200 N LAMON AVE",c(-77.5194218326534, 40.1121492589051)
"7/21/2021","52XX N LAMON AVE","7.3","7.4","4.5","5200 N LAMON AVE",c(-77.5194218326534, 40.1121492589051)
"7/21/2021","52XX N LAMON AVE","7.3","7.4","4.5","5200 N LAMON AVE",c(-77.5194218326534, 40.1121492589051)
"11/8/2018","52XX N LAPORTE AVE","1.9","6.2","2.5","5200 N LAPORTE AVE",c(-77.519421830911, 40.1121492555553)
"4/1/2019","52XX N LAPORTE AVE","3.1","6.6","3.2","5200 N LAPORTE AVE",c(-77.519421830911, 40.1121492555553)
"5/6/2019","52XX N LAPORTE AVE","1.3","2","3.2","5200 N LAPORTE AVE",c(-77.519421830911, 40.1121492555553)
"10/21/2019","52XX N LAPORTE AVE","3.6","8.5","3","5200 N LAPORTE AVE",c(-77.519421830911, 40.1121492555553)
"9/4/2019","52XX N LARAMIE AVE","8","41","5.9","5200 N LARAMIE AVE",c(-77.5194218302725, 40.112149239329)
"11/25/2019","52XX N LARAMIE AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N LARAMIE AVE",c(-77.5194218302725, 40.112149239329)
"1/13/2020","52XX N LARAMIE AVE","1.8","4","4","5200 N LARAMIE AVE",c(-77.5194218302725, 40.112149239329)
"11/29/2021","52XX N LARAMIE AVE","3.1","3.2","2.4","5200 N LARAMIE AVE",c(-77.5194218302725, 40.112149239329)
"11/18/2018","52XX N LARNED AVE","2.6","1.5","1.3","5200 N LARNED AVE",c(-77.519421826626, 40.1121492357681)
"4/11/2019","52XX N LARNED AVE","9.9","8.8","2.2","5200 N LARNED AVE",c(-77.519421826626, 40.1121492357681)
"11/26/2018","52XX N LATROBE AVE","2.9","2.2","1.4","5200 N LATROBE AVE",c(-77.5194218301372, 40.112149235924)
"4/13/2019","52XX N LATROBE AVE","2","3.5","1.1","5200 N LATROBE AVE",c(-77.5194218301372, 40.112149235924)
"7/22/2021","52XX N LATROBE AVE","3.2","12","3.4","5200 N LATROBE AVE",c(-77.5194218301372, 40.112149235924)
"7/22/2021","52XX N LATROBE AVE","3.2","12","3.4","5200 N LATROBE AVE",c(-77.5194218301372, 40.112149235924)
"7/25/2017","52XX N LEAMINGTON AVE","3.3","6.3","14","5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"7/25/2017","52XX N LEAMINGTON AVE","3.3","6","14","5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"9/2/2017","52XX N LEAMINGTON AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"4/16/2019","52XX N LEAMINGTON AVE","3.9","13","1.9","5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"4/21/2019","52XX N LEAMINGTON AVE","3.6","16","2.8","5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"6/26/2019","52XX N LEAMINGTON AVE","10","26","8.4","5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"8/23/2019","52XX N LEAMINGTON AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"9/23/2019","52XX N LEAMINGTON AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N LEAMINGTON AVE",c(-77.5194218304017, 40.1121492427533)
"11/15/2018","52XX N LIANO AVE","2.5","6.9","1.2","5200 N LIANO AVE",c(-77.5194218280968, 40.1121492336493)
"4/9/2019","52XX N LIANO AVE","3.6","3.7","2.8","5200 N LIANO AVE",c(-77.5194218280968, 40.1121492336493)
"8/27/2018","52XX N LIEB AVE","3.8","4","3.9","5200 N LIEB AVE",c(-77.5194218281245, 40.1121492203484)
"2/22/2019","52XX N LIEB AVE","2.3","9.3","1.6","5200 N LIEB AVE",c(-77.5194218281245, 40.1121492203484)
"3/11/2021","52XX N LIEB AVE","1.4","< 1","< 1","5200 N LIEB AVE",c(-77.5194218281245, 40.1121492203484)
"6/12/2019","52XX N LIND","4.9","9.2","9.4","5200 N LIND",c(-77.5195843716727, 40.1123852974786)
"10/21/2019","52XX N LIND","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N LIND",c(-77.5195843716727, 40.1123852974786)
"4/1/2019","52XX N LIND AVE","2.1","13","1","5200 N LIND AVE",c(-77.5194218296915, 40.1121492304978)
"6/12/2019","52XX N LIND AVE","4.9","9.2","9.4","5200 N LIND AVE",c(-77.5194218296915, 40.1121492304978)
"7/29/2019","52XX N LIND AVE","1.7","6","1.5","5200 N LIND AVE",c(-77.5194218296915, 40.1121492304978)
"9/22/2020","52XX N LIND AVE","2.6","11","2","5200 N LIND AVE",c(-77.5194218296915, 40.1121492304978)
"4/15/2021","52XX N LIND AVE","2.9","5.7","1","5200 N LIND AVE",c(-77.5194218296915, 40.1121492304978)
"1/21/2020","52XX N LONG AVE","3.4","3.3","1.3","5200 N LONG AVE",c(-77.5194218294623, 40.1121492252891)
"4/23/2020","52XX N LONG AVE","4.6","13","14","5200 N LONG AVE",c(-77.5194218294623, 40.1121492252891)
"5/29/2019","52XX N LUDLAM","5.8","18","5","5200 N LUDLAM",c(-77.5195843716727, 40.1123852974786)
"10/17/2019","52XX N LUDLAM","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N LUDLAM",c(-77.5195843716727, 40.1123852974786)
"6/14/2018","52XX N LUDLAM AVE","1.9","7.2","1.7","5200 N LUDLAM AVE",c(-77.5194218258005, 40.1121492180678)
"3/27/2019","52XX N LUDLAM AVE","2.3","4.7","1","5200 N LUDLAM AVE",c(-77.5194218258005, 40.1121492180678)
"3/29/2019","52XX N LUDLAM AVE","< 1","1.6","< 1","5200 N LUDLAM AVE",c(-77.5194218258005, 40.1121492180678)
"3/2/2020","52XX N LUDLAM AVE","1.1","2.2","< 1","5200 N LUDLAM AVE",c(-77.5194218258005, 40.1121492180678)
"2/9/2022","52XX N LUDLAM AVE","1.4","0.5","<0.5","5200 N LUDLAM AVE",c(-77.5194218258005, 40.1121492180678)
"5/29/2017","52XX N MAGNOLIA AVE","1.3","5.6","4.4","5200 N MAGNOLIA AVE",c(-77.5194218417719, 40.1121495040428)
"8/10/2018","52XX N MAGNOLIA AVE","6.6","8.2","5.3","5200 N MAGNOLIA AVE",c(-77.5194218417719, 40.1121495040428)
"12/6/2018","52XX N MAGNOLIA AVE","2.9","< 1","< 1","5200 N MAGNOLIA AVE",c(-77.5194218417719, 40.1121495040428)
"6/14/2019","52XX N MAGNOLIA AVE","1.5","3.1","2.5","5200 N MAGNOLIA AVE",c(-77.5194218417719, 40.1121495040428)
"6/22/2021","52XX N MAGNOLIA AVE","< 1","1","8.2","5200 N MAGNOLIA AVE",c(-77.5194218417719, 40.1121495040428)
"6/22/2021","52XX N Magnolia Ave","<1","<1","8.2","5200 N Magnolia Ave",c(-77.5194218417719, 40.1121495040428)
"8/2/2021","52XX N Magnolia Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N Magnolia Ave",c(-77.5194218417719, 40.1121495040428)
"3/17/2019","52XX N MARMORA AVE","5.6","12","< 1","5200 N MARMORA AVE",c(-77.5194218260906, 40.1121491901376)
"4/22/2019","52XX N MARMORA AVE","4.1","4.1","1.5","5200 N MARMORA AVE",c(-77.5194218260906, 40.1121491901376)
"2/24/2019","52XX N MASON","15","4.3","2.7","5200 N MASON",c(-77.5195843716727, 40.1123852974786)
"4/9/2019","52XX N MASON","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N MASON",c(-77.5195843716727, 40.1123852974786)
"11/24/2019","52XX N MASON AVE","2.1","3.1","1.4","5200 N MASON AVE",c(-77.5194218259276, 40.1121491868187)
"4/8/2020","52XX N MASON AVE","2.1","5.5","3.4","5200 N MASON AVE",c(-77.5194218259276, 40.1121491868187)
"1/13/2022","52XX N MASON AVE","5.9","9.6","0.8","5200 N MASON AVE",c(-77.5194218259276, 40.1121491868187)
"7/8/2019","52XX N MEADE AVE","4.3","4.1","3.4","5200 N MEADE AVE",c(-77.5194218269364, 40.1121491751966)
"9/4/2021","52XX N MEADE AVE","4.1","1.6","1.5","5200 N MEADE AVE",c(-77.5194218269364, 40.1121491751966)
"8/4/2019","52XX N MELVINA AVE","3.9","4.2","2.5","5200 N MELVINA AVE",c(-77.5194218249771, 40.1121491685279)
"8/17/2019","52XX N MELVINA AVE","3.4","9.1","2.3","5200 N MELVINA AVE",c(-77.5194218249771, 40.1121491685279)
"3/19/2021","52XX N Milwaukee Ave","<1","1.18","7.4","5200 N Milwaukee Ave",c(-77.5194218328763, 40.112149214234)
"5/9/2021","52XX N MILWAUKEE AVE","< 1","2.3","9.3","5200 N MILWAUKEE AVE",c(-77.5194218328763, 40.112149214234)
"8/30/2021","52XX N Milwaukee Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"5200 N Milwaukee Ave",c(-77.5194218328763, 40.112149214234)
"6/5/2016","52XX N MOBILE AVE","2.3","1.3","< 1","5200 N MOBILE AVE",c(-77.5194218247739, 40.1121491642378)
"3/13/2019","52XX N MOBILE AVE","< 1","1.8","< 1","5200 N MOBILE AVE",c(-77.5194218247739, 40.1121491642378)
"7/24/2019","52XX N MOBILE AVE","1.4","3","1.4","5200 N MOBILE AVE",c(-77.5194218247739, 40.1121491642378)
"9/2/2019","52XX N MOBILE AVE","< 1","< 1","< 1","5200 N MOBILE AVE",c(-77.5194218247739, 40.1121491642378)
"9/28/2021","52XX N MOBILE AVE","2.7","3.2","2.3","5200 N MOBILE AVE",c(-77.5194218247739, 40.1121491642378)
"2/13/2022","52XX N MOBILE AVE","1.7","5","0.8","5200 N MOBILE AVE",c(-77.5194218247739, 40.1121491642378)
"8/5/2018","52XX N MONITOR AVE","4.3","3","3","5200 N MONITOR AVE",c(-77.5194218262508, 40.1121491934703)
"5/27/2019","52XX N MONITOR AVE","2.4","5.3","4.6","5200 N MONITOR AVE",c(-77.5194218262508, 40.1121491934703)
"6/30/2019","52XX N MOODY AVE","5.2","12","3.7","5200 N MOODY AVE",c(-77.5194218267591, 40.1121491715057)
"8/31/2021","52XX N MOODY AVE","3.5","2.3","1.6","5200 N MOODY AVE",c(-77.5194218267591, 40.1121491715057)
"10/3/2021","52XX N Moody Ave","3.2","4.1","1.6","5200 N Moody Ave",c(-77.5194218267591, 40.1121491715057)
"10/24/2021","52XX N MOODY AVE","7.3","14","3.2","5200 N MOODY AVE",c(-77.5194218267591, 40.1121491715057)
"8/26/2019","52XX N MULLIGAN AVE","7.7","14","7.9","5200 N MULLIGAN AVE",c(-77.5194218232609, 40.1121491602821)
"11/25/2019","52XX N MULLIGAN AVE","2.5","1.8","1.3","5200 N MULLIGAN AVE",c(-77.5194218232609, 40.1121491602821)
"12/17/2018","52XX N NASHVILLE AVE","5.1","11","1.1","5200 N NASHVILLE AVE",c(-77.5194218239855, 40.1121491469228)
